sno,eno,belief_A,belief_B,belief_Q,cg_A,cg_B,order,question,answer,context_type,cid,annotator
210,96.2,CT-,CT-,CT+,RT,RT,1,Does A believe it is certainly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,PS,RT,RT,1,Does A believe it is possibly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,CT-,RT,RT,1,Does B believe it is certainly not true that A told B this thing that A got?,Yes,end,4245,Magda
210,96.2,CT-,CT-,CT+,RT,RT,1,Does B believe it is certainly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,PS,RT,RT,1,Does B believe it is possibly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,CT-,RT,RT,2,Does A believe that B believes it is certainly not true that A told B this thing that A got?,Yes,end,4245,Magda
210,96.2,CT-,CT-,CT+,RT,RT,2,Does A believe that B believes it is certainly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,PS,RT,RT,2,Does A believe that B believes it is possibly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,CT-,RT,RT,2,Does B believe that A believes it is certainly not true that A told B this thing that A got?,Yes,end,4245,Magda
210,96.2,CT-,CT-,CT+,RT,RT,2,Does B believe that A believes it is certainly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,PS,RT,RT,2,Does B believe that A believes it is possibly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,CT-,RT,RT,3,Does A believe that B believes that A believes it is certainly not true that A told B this thing that A got?,Yes,end,4245,Magda
210,96.2,CT-,CT-,CT+,RT,RT,3,Does A believe that B believes that A believes it is certainly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,PS,RT,RT,3,Does A believe that B believes that A believes it is possibly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,CT-,RT,RT,3,Does B believe that A believes that B believes it is certainly not true that A told B this thing that A got?,Yes,end,4245,Magda
210,96.2,CT-,CT-,CT+,RT,RT,3,Does B believe that A believes that B believes it is certainly true that A told B this thing that A got?,No,end,4245,Magda
210,96.2,CT-,CT-,PS,RT,RT,3,Does B believe that A believes that B believes it is possibly true that A told B this thing that A got?,No,end,4245,Magda
1,96.3,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that A got this thing?,No,end,4245,Magda
1,96.3,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that A got this thing?,No,end,4245,Magda
48,96.3,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that A got this thing?,No,mid,4245,Magda
48,96.3,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that A got this thing?,No,mid,4245,Magda
96,96.3,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that A got this thing?,No,end,4245,Magda
96,96.3,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that A got this thing?,No,end,4245,Magda
96,96.3,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that A got this thing?,No,end,4245,Magda
96,96.3,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that A got this thing?,No,end,4245,Magda
96,96.3,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that A got this thing?,No,end,4245,Magda
96,96.3,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that A got this thing?,No,end,4245,Magda
96,96.3,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that A got this thing?,Yes,end,4245,Magda
96,96.3,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that A got this thing?,Yes,end,4245,Magda
153,96.3,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that A got this thing?,No,mid,4245,Magda
153,96.3,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that A got this thing?,No,mid,4245,Magda
153,96.3,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that A got this thing?,No,mid,4245,Magda
153,96.3,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that A got this thing?,No,mid,4245,Magda
153,96.3,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that A got this thing?,No,mid,4245,Magda
153,96.3,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that A got this thing?,No,mid,4245,Magda
153,96.3,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that A got this thing?,Yes,mid,4245,Magda
153,96.3,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that A got this thing?,Yes,mid,4245,Magda
210,96.3,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that A got this thing?,No,end,4245,Magda
210,96.3,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that A got this thing?,No,end,4245,Magda
210,96.3,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that A got this thing?,No,end,4245,Magda
210,96.3,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that A got this thing?,No,end,4245,Magda
210,96.3,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that A got this thing?,No,end,4245,Magda
210,96.3,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that A got this thing?,No,end,4245,Magda
210,96.3,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that A got this thing?,Yes,end,4245,Magda
210,96.3,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that A got this thing?,Yes,end,4245,Magda
1,96.4,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
1,96.4,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
48,96.4,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
48,96.4,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
96,96.4,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
96,96.4,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
96,96.4,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
96,96.4,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
96,96.4,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
96,96.4,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
96,96.4,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
96,96.4,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
153,96.4,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
153,96.4,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
153,96.4,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
153,96.4,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
153,96.4,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
153,96.4,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,mid,4245,Magda
153,96.4,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
153,96.4,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,mid,4245,Magda
210,96.4,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
210,96.4,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
210,96.4,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
210,96.4,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
210,96.4,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
210,96.4,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
210,96.4,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
210,96.4,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
210,96.4,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
210,96.4,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
210,96.4,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
210,96.4,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
210,96.4,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
210,96.4,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
210,96.4,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
210,96.4,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,No,end,4245,Magda
210,96.4,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Tom found this for A about this freebie experiment thing where one can do this and one can talk?,Yes,end,4245,Magda
