CID,Annotator,Sentence,Sno.,Preprocessed,Eno.,Source,Target,Belief,Event
4310,Magda,B: mhm.,16,mhm.,16.1,B,mhm,true,mhm.
4310,Magda,"A: And %um,",17,And, , , , , 
4310,Magda,A: we hung out all day.  We had %uh we had some difficult times with the lawyer down there.  He was supposed to show up,18,we hung out all day. We had we had some difficult times with the lawyer down there. He was supposed to show up,18.1,A,had,true,We had we had some difficult times with the lawyer down there.
4310,Magda,A: we hung out all day.  We had %uh we had some difficult times with the lawyer down there.  He was supposed to show up,18,we hung out all day. We had we had some difficult times with the lawyer down there. He was supposed to show up,18.2,A,had,true,we had some difficult times with the lawyer down there
4310,Magda,A: we hung out all day.  We had %uh we had some difficult times with the lawyer down there.  He was supposed to show up,18,we hung out all day. We had we had some difficult times with the lawyer down there. He was supposed to show up,18.3,A,hung,true,we hung out all day.
4310,Magda,A: we hung out all day.  We had %uh we had some difficult times with the lawyer down there.  He was supposed to show up,18,we hung out all day. We had we had some difficult times with the lawyer down there. He was supposed to show up,18.4,A,show,true,to show up
4310,Magda,B: %mm,19,mm,19.1,B,mm,true,mm
4310,Magda,B: mhm.,20,mhm.,20.1,B,mhm,true,mhm.
4310,Magda,A: and we waited all day and he never bloody showed up.,21,and we waited all day and he never bloody showed up.,21.1,A,waited,true,and we waited all day
4310,Magda,A: and we waited all day and he never bloody showed up.,21,and we waited all day and he never bloody showed up.,21.2,A,showed,false,he never bloody showed up.
4310,Magda,B: oh no.,22,oh no.,22.1,B,oh,true,oh no.
4310,Magda,"A: And %um, he and also she was expecting him too.",23,And he and also she was expecting him too.,23.1,A,expecting,true,And he and also she was expecting him too.
4310,Magda,B: mhm.,24,mhm.,24.1,B,mhm,true,mhm.
4310,Magda,A: You know and so that was frustrating.,25,You know and so that was frustrating.,25.1,A,know,true,You know
4310,Magda,A: You know and so that was frustrating.,25,You know and so that was frustrating.,25.2,A,frustrating,true,You know and so that was frustrating.
4310,Magda,B: yeah.,26,yeah.,26.1,B,yeah,true,yeah.
4310,Magda,A: But anyway we waited all day and %um,27,But anyway we waited all day and,27.1,A,waited,true,But anyway we waited all day
4310,Magda,A: But then five twenty five &Mae was born.,28,But then five twenty five Mae was born.,28.1,A,born,true,But then five twenty five Mae was born.
4310,Magda,B: Right.,29,Right.,29.1,B,Right,true,Right.
4310,Magda,A: And the birth mother’s mother was with her through the whole thing and she was fantastic.  She was just great.  She was so nice to us and so solid there for her daughter and just a wonderful,30,And the birth mother’s mother was with her through the whole thing and she was fantastic. She was just great. She was so nice to us and so solid there for her daughter and just a wonderful,30.1,A,with,true,And the birth mother’s mother was with her through the whole thing
4310,Magda,A: And the birth mother’s mother was with her through the whole thing and she was fantastic.  She was just great.  She was so nice to us and so solid there for her daughter and just a wonderful,30,And the birth mother’s mother was with her through the whole thing and she was fantastic. She was just great. She was so nice to us and so solid there for her daughter and just a wonderful,30.2,A,was,true,And the birth mother’s mother was with her through the whole thing
4310,Magda,B: uh-huh.,31,uh-huh.,31.1,B,uh,true,uh-huh.
4310,Magda,B: mhm.,32,mhm.,32.1,B,mhm,true,mhm.
4310,Magda,B: Woman (( )),33,Woman, , , , , 
4310,Magda,A: person and %um,34,person and,34.1,A,person,true,person
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35.1,A,came,true,"She came out, you know, a couple times during the day she came out"
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35.2,A,came,true,she came out
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35.3,A,reports,true,little progress reports of how things were going
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35.4,A,going,true,how things were going
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35.5,A,funny,true,actually it was very funny
4310,Magda,B: uh-huh.,36,uh-huh.,36.1,B,uh,true,uh-huh.
4310,Magda,"A: because the first time she out {laugh}, I mean here we’re out there sort of ringing our hands and",37,because the first time she out I mean here we’re out there sort of ringing our hands and,37.1,A,ringing,true,because the first time she out I mean here we’re out there sort of ringing our hands
4310,Magda,B: uh-huh.,38,uh-huh.,38.1,B,uh,true,uh-huh.
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.1,A,sweating,true,sweating it out
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.2,A,wondering,true,wondering how everybody is going
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.3,A,go,unknown,how everybody is going
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.4,A,go,unknown,could I go downstairs because her daughter wanted playing cards
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.5,A,came,true,she came out
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.6,A,wanted,true,because her daughter wanted playing cards
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.7,A,playing,unknown,playing
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.8,A_she,go,true,how everybody is going
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.9,A_she,go,true,could I go downstairs because her daughter wanted playing cards
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.10,A_she,came,true,she came out
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.11,A_she,wanted,true,because her daughter wanted playing cards
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,39.12,A_she,playing,true,playing
4310,Magda,B: uh-huh.,40,uh-huh.,40.1,B,uh,true,uh-huh.
4310,Magda,A: So I guess she was bored.,41,So I guess she was bored.,41.1,A,guess,true,So I guess she was bored.
4310,Magda,A: So I guess she was bored.,41,So I guess she was bored.,41.2,A,bored,unknown,she was bored
4310,Magda,B: uh-huh.,42,uh-huh.,42.1,B,uh,true,uh-huh.
4310,Magda,A: You know passing the time {laugh},43,You know passing the time,43.1,A,know,true,You know
4310,Magda,A: You know passing the time {laugh},43,You know passing the time,43.2,A,passing,true,You know passing the time
4310,Magda,B: {laugh},44,, , , , , 
4310,Magda,A: So I went downstairs to get playing cards with her and,45,So I went downstairs to get playing cards with her and,45.1,A,get,true,to get playing cards with her
4310,Magda,B: uh-huh.,46,uh-huh.,46.1,B,uh,true,uh-huh.
4310,Magda,A: and then later on she came out and she wanted some chewing gum. {laugh},47,and then later on she came out and she wanted some chewing gum.,47.1,A,came,true,and then later on she came out
4310,Magda,A: and then later on she came out and she wanted some chewing gum. {laugh},47,and then later on she came out and she wanted some chewing gum.,47.2,A,wanted,true,she wanted some chewing gum.
4310,Magda,B: uh-huh {laugh}.,48,uh-huh,48.1,B,uh,true,uh-huh
4310,Magda,"A: %um, I guess your mouth gets dry and you just want something.",49,", I guess your mouth gets dry and you just want something.",49.1,A,guess,true,", I guess your mouth gets dry"
4310,Magda,"A: %um, I guess your mouth gets dry and you just want something.",49,", I guess your mouth gets dry and you just want something.",49.2,A,gets,unknown,your mouth gets dry
4310,Magda,"A: %um, I guess your mouth gets dry and you just want something.",49,", I guess your mouth gets dry and you just want something.",49.3,A,want,unknown,and you just want something.
4310,Magda,B: yeah. I’m sure.,50,yeah. I’m sure.,50.1,B,sure,true,I’m sure.
4310,Magda,"A: So, you know, it was, it was kind of funny these very",51,"So, you know, it was, it was kind of funny these very",51.1,A,was,true,"So, you know, it was, it was kind of funny these very"
4310,Magda,B: Reassuring in a way I would think.,52,Reassuring in a way I would think.,52.1,B,think,true,I would think
4310,Magda,B: Reassuring in a way I would think.,52,Reassuring in a way I would think.,52.2,B,Reassuring,unknown,Reassuring in a way I would think.
4310,Magda,"A: y-, yeah, but these very %um,",53,", yeah, but these very",53.1,A,yeah,true,", yeah,"
4310,Magda,B: yeah.,54,yeah.,54.1,B,yeah,true,yeah.
4310,Magda,A: you know they’re such sort of specific little things {laugh}.,55,you know they’re such sort of specific little things,55.1,A,know,true,you know
4310,Magda,B: yeah.,56,yeah.,56.1,B,yeah,true,yeah.
4310,Magda,"A: And %um,",57,And, , , , , 
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.1,A,held,true,then but they kind of held her back.
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.2,A,think,true,"I think the baby would’ve born, been"
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.3,A,born,unknown,"the baby would’ve born, been"
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.4,A,born,ptrue,", been born sooner"
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.5,A,been,unknown,been
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.6,A,get,unknown,the doctor didn’t get there till around three.
4310,Magda,A: So,59,So,59.1,A,So,true,So
4310,Magda,B: so I thought once it was induced there was like no stopping it.,60,so I thought once it was induced there was like no stopping it.,60.1,B,thought,true,so I thought once it was induced there was like no stopping it.
4310,Magda,B: so I thought once it was induced there was like no stopping it.,60,so I thought once it was induced there was like no stopping it.,60.2,B,induced,unknown,once it was induced there was like no stopping it
4310,Magda,B: so I thought once it was induced there was like no stopping it.,60,so I thought once it was induced there was like no stopping it.,60.3,B,stopping,unknown,no stopping it
4310,Magda,A: No they can hold you back,61,No they can hold you back, , , , , 
4310,Magda,B: %hm.,62,hm.,62.1,B,hm,true,hm.
4310,Magda,"A: a little bit, you know.",63,"a little bit, you know.",63.1,A,know,true,"a little bit, you know."
4310,Magda,B: %hm.,64,hm.,64.1,B,hm,true,hm.
4310,Magda,"A: Once, depends how much stuff they give you.",65,"Once, depends how much stuff they give you.",65.1,A,depends,true,"Once, depends how much stuff they give you."
4310,Magda,B: How much stuff they give you. yeah.,66,How much stuff they give you. yeah.,66.1,B,give,true,How much stuff they give you.
4310,Magda,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67,Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67.1,A,think,true,But anyway I think they were holding her back a little bit because they wanted the doctor there.
4310,Magda,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67,Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67.2,A,holding,unknown,they were holding her back a little bit because they wanted the doctor there
4310,Magda,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67,Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67.3,A,wanted,unknown,because they wanted the doctor there
4310,Magda,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67,Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67.4,A,there,unknown,because they wanted the doctor there
4310,Magda,B: ((mhm)) [[faint]],68,mhm,68.1,B,mhm,true,mhm
4310,Magda,B: uh-huh.,69,uh-huh.,69.1,B,uh,true,uh-huh.
4310,Magda,"A: %um, and the doctor showed up around three and &Mae was born at five twenty five.",70,", and the doctor showed up around three and Mae was born at five twenty five.",70.1,A,showed,true,", and the doctor showed up around three"
4310,Magda,"A: %um, and the doctor showed up around three and &Mae was born at five twenty five.",70,", and the doctor showed up around three and Mae was born at five twenty five.",70.2,A,born,true,Mae was born at five twenty five.
4310,Magda,B: mhm.,71,mhm.,71.1,B,mhm,true,mhm.
4310,Magda,A: Eight pounds eight ounces.,72,Eight pounds eight ounces.,72.1,A,ounces,true,eight ounces
4310,Magda,B: mhm.,73,mhm.,73.1,B,mhm,true,mhm.
4310,Magda,A: And screaming.,74,And screaming.,74.1,A,screaming,true,And screaming.
4310,Magda,B: mhm.,75,mhm.,75.1,B,mhm,true,mhm.
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76.1,A,screaming,true,Really screaming
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76.2,A,scared,true,and I was a little scared.
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76.3,A,thought,true,I thought oh my god what have we wrought.
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76.4,A,her,unknown,You could here her out through the doors of the hall
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76.5,A_you,her,true,You could here her out through the doors of the hall
4310,Magda,B: {laugh},77,, , , , , 
4310,Magda,B: uh-huh.,78,uh-huh.,78.1,B,uh,true,uh-huh.
4310,Magda,A: And there were a lot of babies being born. You didn’t hear them all.,79,And there were a lot of babies being born. You didn’t hear them all.,79.1,A,born,true,being born
4310,Magda,A: And there were a lot of babies being born. You didn’t hear them all.,79,And there were a lot of babies being born. You didn’t hear them all.,79.2,A,hear,false,You didn’t hear them all.
4310,Magda,B: uh-huh.,80,uh-huh.,80.1,B,uh,true,uh-huh.
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.",81.1,A,right,true,that’s right
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.",81.2,A,happened,true,what happened
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.",81.3,A,came,true,Her mom came running out to tell us the baby was born.
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.",81.4,A,tell,true,to tell us the baby was born
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.",81.5,A,born,true,the baby was born
4310,Magda,B: uh-huh.,82,uh-huh.,82.1,B,uh,true,uh-huh.
4310,Magda,A: And then she said that’s her. You can hear her {laugh},83,And then she said that’s her. You can hear her,83.1,A,said,true,And then she said that’s her.
4310,Magda,A: And then she said that’s her. You can hear her {laugh},83,And then she said that’s her. You can hear her,83.2,A,hear,unknown,You can hear her
4310,Magda,A: And then she said that’s her. You can hear her {laugh},83,And then she said that’s her. You can hear her,83.3,A_she,hear,true,You can hear her
4310,Magda,B: {laugh},84,, , , , , 
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.1,A,said,true,And said it was a beautiful birth.
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.2,A,was,unknown,it was a beautiful birth
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.3,A,pushes,unknown,I mean two pushes
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.4,A,out,unknown,and she was out which is really great so she’s very unsquashed
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.5,A,great,unknown,which is really great
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.6,A,looking,unknown,looking for a new baby
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.7,A_And,was,true,it was a beautiful birth
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.8,A_And,pushes,true,I mean two pushes
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.9,A_And,out,true,and she was out which is really great so she’s very unsquashed
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.10,A_And,great,true,which is really great
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,85.11,A_And,looking,true,looking for a new baby
4310,Magda,B: uh-huh mhm.,86,uh-huh mhm.,86.1,B,uh,true,uh-huh mhm.
4310,Magda,B: uh-huh mhm.,86,uh-huh mhm.,86.2,B,mhm,true,mhm
4310,Magda,B: Right.,87,Right.,87.1,B,Right,true,Right.
4310,Magda,A: Usually they look a bit bashed up {breath}.,88,Usually they look a bit bashed up,88.1,A,look,true,Usually they look a bit bashed up
4310,Magda,B: yeah.,89,yeah.,89.1,B,yeah,true,yeah.
4310,Magda,B: A bit worn.,90,A bit worn.,90.1,B,worn,true,A bit worn.
4310,Magda,"A: But she’s got a nice shaped head and, you know she doesn’t look like she was %um, you know she’s not a cone head.",91,"But she’s got a nice shaped head and, you know she doesn’t look like she was you know she’s not a cone head.",91.1,A,look,false,", you know she doesn’t look like she was you know she’s not a cone head."
4310,Magda,"A: But she’s got a nice shaped head and, you know she doesn’t look like she was %um, you know she’s not a cone head.",91,"But she’s got a nice shaped head and, you know she doesn’t look like she was you know she’s not a cone head.",91.2,A,was,false,like she was you know she’s not a cone head
4310,Magda,"A: But she’s got a nice shaped head and, you know she doesn’t look like she was %um, you know she’s not a cone head.",91,"But she’s got a nice shaped head and, you know she doesn’t look like she was you know she’s not a cone head.",91.3,A,know,true,you know
4310,Magda,B: mhm.,92,mhm.,92.1,B,mhm,true,mhm.
4310,Magda,B: But did you get to see her in a few hours or,93,But did you get to see her in a few hours or,93.1,B,get,true,But did you get to see her in a few hours
4310,Magda,B: But did you get to see her in a few hours or,93,But did you get to see her in a few hours or,93.2,B,see,true,to see her in a few hours
4310,Magda,A: a-,94,a-,94.1,A,a-,true,a-
4310,Magda,"A: Well what happened no right away there, there was a very nice %um",95,"Well what happened no right away there, there was a very nice",95.1,A,happened,true,Well what happened no right away there
4310,Magda,"A: Well what happened no right away there, there was a very nice %um",95,"Well what happened no right away there, there was a very nice",95.2,A,was,true,"Well what happened no right away there, there was a very nice"
4310,Magda,A: delivery nurse who we had spoken to earlier in the day named &Tina.,96,delivery nurse who we had spoken to earlier in the day named Tina.,96.1,A,spoken,true,we had spoken to earlier in the day named Tina
4310,Magda,A: delivery nurse who we had spoken to earlier in the day named &Tina.,96,delivery nurse who we had spoken to earlier in the day named Tina.,96.2,A,named,true,named Tina
4310,Magda,B: mhm.,97,mhm.,97.1,B,mhm,true,mhm.
4310,Magda,B: mhm.,98,mhm.,98.1,B,mhm,true,mhm.
4310,Magda,B: mhm.,99,mhm.,99.1,B,mhm,true,mhm.
4310,Magda,A: And what they do is they take the baby from the delivery room to the nursery.,100,And what they do is they take the baby from the delivery room to the nursery.,100.1,A,take,true,they take the baby from the delivery room to the nursery
4310,Magda,B: mhm.,101,mhm.,101.1,B,mhm,true,mhm.
4310,Magda,"A: Normally they go directly and &Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting",102,"Normally they go directly and Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting",102.1,A,go,true,Normally they go directly
4310,Magda,"A: Normally they go directly and &Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting",102,"Normally they go directly and Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting",102.2,A,zipped,true,"Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting"
4310,Magda,"A: Normally they go directly and &Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting",102,"Normally they go directly and Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting",102.3,A,waiting,true,where we were waiting
4310,Magda,B: mhm.,103,mhm.,103.1,B,mhm,true,mhm.
4310,Magda,B: mhm ((outside)),104,mhm outside,104.1,B,mhm,true,mhm
4310,Magda,B: mhm.,105,mhm.,105.1,B,mhm,true,mhm.
4310,Magda,A: and let us hold her.,106,and let us hold her.,106.1,A,hold,unknown,us hold her
4310,Magda,B: mhm.,107,mhm.,107.1,B,mhm,true,mhm.
4310,Magda,A: So she was just minutes old then.,108,So she was just minutes old then.,108.1,A,old,true,So she was just minutes old then.
4310,Magda,B: Wow.,109,Wow.,109.1,B,Wow,true,Wow.
4310,Magda,A: So we held her for just a couple minutes and,110,So we held her for just a couple minutes and,110.1,A,held,true,So we held her for just a couple minutes
4310,Magda,B: uh-huh.,111,uh-huh.,111.1,B,uh,true,uh-huh.
4310,Magda,A: it was really funny because you could hear her coming up the hall screaming,112,it was really funny because you could hear her coming up the hall screaming,112.1,A,coming,true,her coming up the hall
4310,Magda,A: it was really funny because you could hear her coming up the hall screaming,112,it was really funny because you could hear her coming up the hall screaming,112.2,A,screaming,true,screaming
4310,Magda,B: uh-huh.,113,uh-huh.,113.1,B,uh,true,uh-huh.
4310,Magda,A: loudly.,114,loudly., , , , , 
4310,Magda,B: uh-huh.,115,uh-huh.,115.1,B,uh,true,uh-huh.
4310,Magda,B: uh-huh.,116,uh-huh.,116.1,B,uh,true,uh-huh.
4310,Magda,"A: She handed her to me screaming loudly and I said to &Tina and also to the,",117,"She handed her to me screaming loudly and I said to Tina and also to the,",117.1,A,handed,true,She handed her to me screaming loudly
4310,Magda,"A: She handed her to me screaming loudly and I said to &Tina and also to the,",117,"She handed her to me screaming loudly and I said to Tina and also to the,",117.2,A,screaming,true,screaming loudly
4310,Magda,"A: She handed her to me screaming loudly and I said to &Tina and also to the,",117,"She handed her to me screaming loudly and I said to Tina and also to the,",117.3,A,said,true,I said to Tina
4310,Magda,"A: She handed her to me screaming loudly and I said to &Tina and also to the,",117,"She handed her to me screaming loudly and I said to Tina and also to the,",117.4,A_She,handed,true,She handed her to me screaming loudly
4310,Magda,"A: She handed her to me screaming loudly and I said to &Tina and also to the,",117,"She handed her to me screaming loudly and I said to Tina and also to the,",117.5,A_She,screaming,true,screaming loudly
4310,Magda,B: uh-huh.,118,uh-huh.,118.1,B,uh,true,uh-huh.
4310,Magda,"A: the birth mother’s mother there, you know oh &Robert has the magic touch.  I handed her to &Robert. Instant silence.",119,"the birth mother’s mother there, you know oh Robert has the magic touch. I handed her to Robert. Instant silence.",119.1,A,know,true,", you know"
4310,Magda,"A: the birth mother’s mother there, you know oh &Robert has the magic touch.  I handed her to &Robert. Instant silence.",119,"the birth mother’s mother there, you know oh Robert has the magic touch. I handed her to Robert. Instant silence.",119.2,A,has,unknown,", you know oh Robert has the magic touch."
4310,Magda,"A: the birth mother’s mother there, you know oh &Robert has the magic touch.  I handed her to &Robert. Instant silence.",119,"the birth mother’s mother there, you know oh Robert has the magic touch. I handed her to Robert. Instant silence.",119.3,A,handed,true,I handed her to Robert.
