CID,Annotator,Sentence,Sno.,Preprocessed,Coref Resolved,Eno.,Source,Target,Belief,Event
4310,Magda,"A: %um the birth mom was supposed to go in at %um, it’s my thinking that this will be distributed publicly.",6,the birth mom was supposed to go in at it’s my thinking that this will be distributed publicly.,the birth mom was supposed to go in at it’s my thinking that this will be distributed publicly.,6.3,A,distributed,unknown,that this will be distributed publicly
4310,Magda,"A: %um the birth mom was supposed to go in at %um, it’s my thinking that this will be distributed publicly.",6,the birth mom was supposed to go in at it’s my thinking that this will be distributed publicly.,the birth mom was supposed to go in at it’s my thinking that this will be distributed publicly.,6.4,A_mom,go,true,to go in at it
4310,Magda,"A: %um the birth mom was supposed to go in at %um, it’s my thinking that this will be distributed publicly.",6,the birth mom was supposed to go in at it’s my thinking that this will be distributed publicly.,the birth mom was supposed to go in at it’s my thinking that this will be distributed publicly.,6.5,A_mom,distributed,true,that this will be distributed publicly
4310,Magda,B: Right.,7,Right.,Right.,7.1,B,Right,true,Right.
4310,Magda,A: at %um six thirty in the morning but she called and they didn’t have any beds.,8,at six thirty in the morning but she called and they didn’t have any beds.,at six thirty in the morning but the birth mom called and they didn’t have any beds.,8.1,A,called,true,at six thirty in the morning but the birth mom called
4310,Magda,A: at %um six thirty in the morning but she called and they didn’t have any beds.,8,at six thirty in the morning but she called and they didn’t have any beds.,at six thirty in the morning but the birth mom called and they didn’t have any beds.,8.2,A,have,false,they didn’t have any beds.
4310,Magda,B: oh no.,9,oh no.,oh no.,9.1,B,oh,true,oh no.
4310,Magda,"A: So she called us and told us that, but then they did get a bed and she went in at eight.",10,"So she called us and told us that, but then they did get a bed and she went in at eight.","So the birth mom called us and told us that, but then they did get a bed and the birth mom went in at eight.",10.1,A,called,true,So the birth mom called us
4310,Magda,"A: So she called us and told us that, but then they did get a bed and she went in at eight.",10,"So she called us and told us that, but then they did get a bed and she went in at eight.","So the birth mom called us and told us that, but then they did get a bed and the birth mom went in at eight.",10.2,A,told,true,told us that
4310,Magda,"A: So she called us and told us that, but then they did get a bed and she went in at eight.",10,"So she called us and told us that, but then they did get a bed and she went in at eight.","So the birth mom called us and told us that, but then they did get a bed and the birth mom went in at eight.",10.3,A,get,true,then they did get a bed
4310,Magda,"A: So she called us and told us that, but then they did get a bed and she went in at eight.",10,"So she called us and told us that, but then they did get a bed and she went in at eight.","So the birth mom called us and told us that, but then they did get a bed and the birth mom went in at eight.",10.4,A,went,true,the birth mom went in at eight
4310,Magda,B: mhm.,11,mhm.,mhm.,11.1,B,mhm,true,mhm.
4310,Magda,"A: Or seven thirty or, I guess she went in at seven thirty and they started her at eight or so so we hopped in the car and drove down to be there",12,"Or seven thirty or, I guess she went in at seven thirty and they started her at eight or so so we hopped in the car and drove down to be there","Or seven thirty or, I guess the birth mom went in at seven thirty and they started the birth mom at eight or so so we hopped in the car and drove down to be there",12.1,A,went,true,the birth mom went in at seven thirty
4310,Magda,"A: Or seven thirty or, I guess she went in at seven thirty and they started her at eight or so so we hopped in the car and drove down to be there",12,"Or seven thirty or, I guess she went in at seven thirty and they started her at eight or so so we hopped in the car and drove down to be there","Or seven thirty or, I guess the birth mom went in at seven thirty and they started the birth mom at eight or so so we hopped in the car and drove down to be there",12.2,A,started,true,they started the birth mom at eight
4310,Magda,"A: Or seven thirty or, I guess she went in at seven thirty and they started her at eight or so so we hopped in the car and drove down to be there",12,"Or seven thirty or, I guess she went in at seven thirty and they started her at eight or so so we hopped in the car and drove down to be there","Or seven thirty or, I guess the birth mom went in at seven thirty and they started the birth mom at eight or so so we hopped in the car and drove down to be there",12.3,A,hopped,true,so we hopped in the car
4310,Magda,"A: Or seven thirty or, I guess she went in at seven thirty and they started her at eight or so so we hopped in the car and drove down to be there",12,"Or seven thirty or, I guess she went in at seven thirty and they started her at eight or so so we hopped in the car and drove down to be there","Or seven thirty or, I guess the birth mom went in at seven thirty and they started the birth mom at eight or so so we hopped in the car and drove down to be there",12.4,A,drove,true,drove down to be there
4310,Magda,B: mhm.,13,mhm.,mhm.,13.1,B,mhm,true,mhm.
4310,Magda,B: %mm mhm.,14,mhm.,mhm.,14.1,B,mhm,true,mhm.
4310,Magda,A: for the day.,15,for the day.,for the day.,15.1,A,for,true,for the day.
4310,Magda,B: mhm.,16,mhm.,mhm.,16.1,B,mhm,true,mhm.
4310,Magda,"A: And %um,",17,And,And, , , , , 
4310,Magda,A: we hung out all day.  We had %uh we had some difficult times with the lawyer down there.  He was supposed to show up,18,we hung out all day. We had we had some difficult times with the lawyer down there. He was supposed to show up,we hung out the day. We had we had some difficult times with the lawyer down there. the lawyer was supposed to show up,18.1,A,had,true,We had we had some difficult times with the lawyer down there.
4310,Magda,A: we hung out all day.  We had %uh we had some difficult times with the lawyer down there.  He was supposed to show up,18,we hung out all day. We had we had some difficult times with the lawyer down there. He was supposed to show up,we hung out the day. We had we had some difficult times with the lawyer down there. the lawyer was supposed to show up,18.2,A,had,true,we had some difficult times with the lawyer down there
4310,Magda,A: we hung out all day.  We had %uh we had some difficult times with the lawyer down there.  He was supposed to show up,18,we hung out all day. We had we had some difficult times with the lawyer down there. He was supposed to show up,we hung out the day. We had we had some difficult times with the lawyer down there. the lawyer was supposed to show up,18.3,A,hung,true,we hung out the day.
4310,Magda,A: we hung out all day.  We had %uh we had some difficult times with the lawyer down there.  He was supposed to show up,18,we hung out all day. We had we had some difficult times with the lawyer down there. He was supposed to show up,we hung out the day. We had we had some difficult times with the lawyer down there. the lawyer was supposed to show up,18.4,A,show,true,to show up
4310,Magda,B: %mm,19,mm,mm,19.1,B,mm,true,mm
4310,Magda,B: mhm.,20,mhm.,mhm.,20.1,B,mhm,true,mhm.
4310,Magda,A: and we waited all day and he never bloody showed up.,21,and we waited all day and he never bloody showed up.,and we waited the day and the lawyer never bloody showed up.,21.1,A,waited,true,and we waited the day
4310,Magda,A: and we waited all day and he never bloody showed up.,21,and we waited all day and he never bloody showed up.,and we waited the day and the lawyer never bloody showed up.,21.2,A,showed,false,the lawyer never bloody showed up.
4310,Magda,B: oh no.,22,oh no.,oh no.,22.1,B,oh,true,oh no.
4310,Magda,"A: And %um, he and also she was expecting him too.",23,And he and also she was expecting him too.,And the lawyer and also the birth mother’s was expecting the lawyer too.,23.1,A,expecting,true,And the lawyer and also the birth mother’s was expecting the lawyer too.
4310,Magda,B: mhm.,24,mhm.,mhm.,24.1,B,mhm,true,mhm.
4310,Magda,A: You know and so that was frustrating.,25,You know and so that was frustrating.,You know and so that was frustrating.,25.1,A,know,true,B know
4310,Magda,A: You know and so that was frustrating.,25,You know and so that was frustrating.,You know and so that was frustrating.,25.2,A,frustrating,true,B know and so that was frustrating.
4310,Magda,B: yeah.,26,yeah.,yeah.,26.1,B,yeah,true,yeah.
4310,Magda,A: But anyway we waited all day and %um,27,But anyway we waited all day and,But anyway we waited the day and,27.1,A,waited,true,But anyway we waited the day
4310,Magda,A: But then five twenty five &Mae was born.,28,But then five twenty five Mae was born.,But then five twenty five Mae was born.,28.1,A,born,true,But then five twenty five Mae was born.
4310,Magda,B: Right.,29,Right.,Right.,29.1,B,Right,true,Right.
4310,Magda,A: And the birth mother’s mother was with her through the whole thing and she was fantastic.  She was just great.  She was so nice to us and so solid there for her daughter and just a wonderful,30,And the birth mother’s mother was with her through the whole thing and she was fantastic. She was just great. She was so nice to us and so solid there for her daughter and just a wonderful,And the birth mother’s's's mother was with the birth mother’s's through the whole thing and the birth mother’s's's mother was fantastic. the birth mother’s's's mother was just great. the birth mother’s's's mother was so nice to us and so solid there for the birth mother’s's's mother's daughter and just a wonderful,30.1,A,with,true,And the birth mother’s's's mother was with the birth mother’s's through the whole thing
4310,Magda,A: And the birth mother’s mother was with her through the whole thing and she was fantastic.  She was just great.  She was so nice to us and so solid there for her daughter and just a wonderful,30,And the birth mother’s mother was with her through the whole thing and she was fantastic. She was just great. She was so nice to us and so solid there for her daughter and just a wonderful,And the birth mother’s's's mother was with the birth mother’s's through the whole thing and the birth mother’s's's mother was fantastic. the birth mother’s's's mother was just great. the birth mother’s's's mother was so nice to us and so solid there for the birth mother’s's's mother's daughter and just a wonderful,30.2,A,was,true,And the birth mother’s's's mother was with the birth mother’s's through the whole thing
4310,Magda,B: uh-huh.,31,uh-huh.,uh-huh.,31.1,B,uh,true,uh-huh.
4310,Magda,B: mhm.,32,mhm.,mhm.,32.1,B,mhm,true,mhm.
4310,Magda,B: Woman (( )),33,Woman,Woman, , , , , 
4310,Magda,A: person and %um,34,person and,person and,34.1,A,person,true,person
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny","the birth mother’s's's mother was great. the birth mother’s's's mother came out, you know, a couple times during the day the birth mother’s's's mother came out and gave us little progress reports of how things were going and actually it was very funny",35.1,A,came,true,"the birth mother’s's's mother came out, B know, a couple times during the day the birth mother’s's's mother came out"
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny","the birth mother’s's's mother was great. the birth mother’s's's mother came out, you know, a couple times during the day the birth mother’s's's mother came out and gave us little progress reports of how things were going and actually it was very funny",35.2,A,came,true,the birth mother’s's's mother came out
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny","the birth mother’s's's mother was great. the birth mother’s's's mother came out, you know, a couple times during the day the birth mother’s's's mother came out and gave us little progress reports of how things were going and actually it was very funny",35.3,A,reports,true,little progress reports of how things were going
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny","the birth mother’s's's mother was great. the birth mother’s's's mother came out, you know, a couple times during the day the birth mother’s's's mother came out and gave us little progress reports of how things were going and actually it was very funny",35.4,A,going,true,how things were going
4310,Magda,"A: She was great.  She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny",35,"She was great. She came out, you know, a couple times during the day she came out and gave us little progress reports of how things were going and actually it was very funny","the birth mother’s's's mother was great. the birth mother’s's's mother came out, you know, a couple times during the day the birth mother’s's's mother came out and gave us little progress reports of how things were going and actually it was very funny",35.5,A,funny,true,actually it was very funny
4310,Magda,B: uh-huh.,36,uh-huh.,uh-huh.,36.1,B,uh,true,uh-huh.
4310,Magda,"A: because the first time she out {laugh}, I mean here we’re out there sort of ringing our hands and",37,because the first time she out I mean here we’re out there sort of ringing our hands and,because the first time the birth mother’s's's mother out I mean here we’re out there sort of ringing our hands and,37.1,A,ringing,true,because the first time the birth mother’s's's mother out A mean here we’re out there sort of ringing our hands
4310,Magda,B: uh-huh.,38,uh-huh.,uh-huh.,38.1,B,uh,true,uh-huh.
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.1,A,sweating,true,sweating it out
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.2,A,wondering,true,wondering how everybody is going
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.3,A,go,unknown,how everybody is going
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.4,A,go,unknown,could A go downstairs because the birth mother’s's's mother's daughter wanted playing cards
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.5,A,came,true,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.6,A,wanted,true,because the birth mother’s's's mother's daughter wanted playing cards
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.7,A,playing,unknown,playing
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.8,A_she,go,true,how everybody is going
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.9,A_she,go,true,could A go downstairs because the birth mother’s's's mother's daughter wanted playing cards
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.10,A_she,came,true,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.11,A_she,wanted,true,because the birth mother’s's's mother's daughter wanted playing cards
4310,Magda,"A: sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because %um, her daughter wanted playing cards.",39,sweating it out and wondering how everybody is going and everything and she came out and could I go downstairs because her daughter wanted playing cards.,sweating it out and wondering how everybody is going and everything and the birth mother’s's's mother came out and could I go downstairs because the birth mother’s's's mother's daughter wanted playing cards.,39.12,A_she,playing,true,playing
4310,Magda,B: uh-huh.,40,uh-huh.,uh-huh.,40.1,B,uh,true,uh-huh.
4310,Magda,A: So I guess she was bored.,41,So I guess she was bored.,So I guess the birth mother’s's's mother's daughter was bored.,41.1,A,guess,true,So A guess the birth mother’s's's mother's daughter was bored.
4310,Magda,A: So I guess she was bored.,41,So I guess she was bored.,So I guess the birth mother’s's's mother's daughter was bored.,41.2,A,bored,unknown,the birth mother’s's's mother's daughter was bored
4310,Magda,B: uh-huh.,42,uh-huh.,uh-huh.,42.1,B,uh,true,uh-huh.
4310,Magda,A: You know passing the time {laugh},43,You know passing the time,You know passing the time,43.1,A,know,true,B know
4310,Magda,A: You know passing the time {laugh},43,You know passing the time,You know passing the time,43.2,A,passing,true,B know passing the time
4310,Magda,B: {laugh},44, , , , , , , 
4310,Magda,A: So I went downstairs to get playing cards with her and,45,So I went downstairs to get playing cards with her and,So I went downstairs to get playing cards with the birth mother’s's's mother and,45.1,A,get,true,to get playing cards with the birth mother’s's's mother
4310,Magda,B: uh-huh.,46,uh-huh.,uh-huh.,46.1,B,uh,true,uh-huh.
4310,Magda,A: and then later on she came out and she wanted some chewing gum. {laugh},47,and then later on she came out and she wanted some chewing gum.,and then later on the birth mother’s's's mother's daughter came out and the birth mother’s's's mother's daughter wanted some chewing gum.,47.1,A,came,true,and then later on the birth mother’s's's mother's daughter came out
4310,Magda,A: and then later on she came out and she wanted some chewing gum. {laugh},47,and then later on she came out and she wanted some chewing gum.,and then later on the birth mother’s's's mother's daughter came out and the birth mother’s's's mother's daughter wanted some chewing gum.,47.2,A,wanted,true,the birth mother’s's's mother's daughter wanted some chewing gum.
4310,Magda,B: uh-huh {laugh}.,48,uh-huh,uh-huh,48.1,B,uh,true,uh-huh
4310,Magda,"A: %um, I guess your mouth gets dry and you just want something.",49,", I guess your mouth gets dry and you just want something.",", I guess your mouth gets dry and you just want something.",49.1,A,guess,true,", A guess B's mouth gets dry"
4310,Magda,"A: %um, I guess your mouth gets dry and you just want something.",49,", I guess your mouth gets dry and you just want something.",", I guess your mouth gets dry and you just want something.",49.2,A,gets,unknown,B's mouth gets dry
4310,Magda,"A: %um, I guess your mouth gets dry and you just want something.",49,", I guess your mouth gets dry and you just want something.",", I guess your mouth gets dry and you just want something.",49.3,A,want,unknown,and B just want something.
4310,Magda,B: yeah. I’m sure.,50,yeah. I’m sure.,yeah. I’m sure.,50.1,B,sure,true,B’m sure.
4310,Magda,"A: So, you know, it was, it was kind of funny these very",51,"So, you know, it was, it was kind of funny these very","So, you know, it was, it was kind of funny these very",51.1,A,was,true,"So, B know, it was, it was kind of funny these very"
4310,Magda,B: Reassuring in a way I would think.,52,Reassuring in a way I would think.,Reassuring in a way I would think.,52.1,B,think,true,B would think
4310,Magda,B: Reassuring in a way I would think.,52,Reassuring in a way I would think.,Reassuring in a way I would think.,52.2,B,Reassuring,unknown,Reassuring in a way B would think.
4310,Magda,"A: y-, yeah, but these very %um,",53,", yeah, but these very",", yeah, but these very",53.1,A,yeah,true,", yeah,"
4310,Magda,B: yeah.,54,yeah.,yeah.,54.1,B,yeah,true,yeah.
4310,Magda,A: you know they’re such sort of specific little things {laugh}.,55,you know they’re such sort of specific little things,you know they’re such sort of specific little things,55.1,A,know,true,B know
4310,Magda,B: yeah.,56,yeah.,yeah.,56.1,B,yeah,true,yeah.
4310,Magda,"A: And %um,",57,And,And, , , , , 
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.","then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.1,A,held,true,then but they kind of held her back.
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.","then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.2,A,think,true,"A think the baby would’ve born, been"
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.","then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.3,A,born,unknown,"the baby would’ve born, been"
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.","then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.4,A,born,ptrue,", been born sooner"
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.","then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.5,A,been,unknown,been
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58,"then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.","then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58.6,A,get,unknown,the doctor didn’t get there till around three.
4310,Magda,A: So,59,So,So,59.1,A,So,true,So
4310,Magda,B: so I thought once it was induced there was like no stopping it.,60,so I thought once it was induced there was like no stopping it.,so I thought once it was induced there was like no stopping it.,60.1,B,thought,true,so B thought once it was induced there was like no stopping it.
4310,Magda,B: so I thought once it was induced there was like no stopping it.,60,so I thought once it was induced there was like no stopping it.,so I thought once it was induced there was like no stopping it.,60.2,B,induced,unknown,once it was induced there was like no stopping it
4310,Magda,B: so I thought once it was induced there was like no stopping it.,60,so I thought once it was induced there was like no stopping it.,so I thought once it was induced there was like no stopping it.,60.3,B,stopping,unknown,no stopping it
4310,Magda,A: No they can hold you back,61,No they can hold you back,No they can hold you back, , , , , 
4310,Magda,B: %hm.,62,hm.,hm.,62.1,B,hm,true,hm.
4310,Magda,"A: a little bit, you know.",63,"a little bit, you know.","a little bit, you know.",63.1,A,know,true,"a little bit, B know."
4310,Magda,B: %hm.,64,hm.,hm.,64.1,B,hm,true,hm.
4310,Magda,"A: Once, depends how much stuff they give you.",65,"Once, depends how much stuff they give you.","Once, depends how much stuff they give you.",65.1,A,depends,true,"Once, depends how much stuff they give B."
4310,Magda,B: How much stuff they give you. yeah.,66,How much stuff they give you. yeah.,How much stuff they give you. yeah.,66.1,B,give,true,How much stuff they give A.
4310,Magda,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67,Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,Stuff. But anyway I think they were holding Mae back a little bit because they wanted the doctor there.,67.1,A,think,true,But anyway A think they were holding Mae back a little bit because they wanted the doctor there.
4310,Magda,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67,Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,Stuff. But anyway I think they were holding Mae back a little bit because they wanted the doctor there.,67.2,A,holding,unknown,they were holding Mae back a little bit because they wanted the doctor there
4310,Magda,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67,Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,Stuff. But anyway I think they were holding Mae back a little bit because they wanted the doctor there.,67.3,A,wanted,unknown,because they wanted the doctor there
4310,Magda,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67,Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,Stuff. But anyway I think they were holding Mae back a little bit because they wanted the doctor there.,67.4,A,there,unknown,because they wanted the doctor there
4310,Magda,B: ((mhm)) [[faint]],68,mhm,mhm,68.1,B,mhm,true,mhm
4310,Magda,B: uh-huh.,69,uh-huh.,uh-huh.,69.1,B,uh,true,uh-huh.
4310,Magda,"A: %um, and the doctor showed up around three and &Mae was born at five twenty five.",70,", and the doctor showed up around three and Mae was born at five twenty five.",", and the doctor showed up around three and Mae was born at five twenty five.",70.1,A,showed,true,", and the doctor showed up around three"
4310,Magda,"A: %um, and the doctor showed up around three and &Mae was born at five twenty five.",70,", and the doctor showed up around three and Mae was born at five twenty five.",", and the doctor showed up around three and Mae was born at five twenty five.",70.2,A,born,true,Mae was born at five twenty five.
4310,Magda,B: mhm.,71,mhm.,mhm.,71.1,B,mhm,true,mhm.
4310,Magda,A: Eight pounds eight ounces.,72,Eight pounds eight ounces.,Eight pounds eight ounces.,72.1,A,ounces,true,eight ounces
4310,Magda,B: mhm.,73,mhm.,mhm.,73.1,B,mhm,true,mhm.
4310,Magda,A: And screaming.,74,And screaming.,And screaming.,74.1,A,screaming,true,And screaming.
4310,Magda,B: mhm.,75,mhm.,mhm.,75.1,B,mhm,true,mhm.
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.","Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here Mae's out through the doors of the hall, you know.",76.1,A,screaming,true,Really screaming
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.","Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here Mae's out through the doors of the hall, you know.",76.2,A,scared,true,and A was a little scared.
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.","Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here Mae's out through the doors of the hall, you know.",76.3,A,thought,true,A thought oh A's god what have we wrought.
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.","Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here Mae's out through the doors of the hall, you know.",76.4,A,here,unknown,B could here Mae's out through the doors of the hall
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.","Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here Mae's out through the doors of the hall, you know.",76.5,A_you,here,true,B could here Mae's out through the doors of the hall
4310,Magda,B: {laugh},77, , , , , , , 
4310,Magda,B: uh-huh.,78,uh-huh.,uh-huh.,78.1,B,uh,true,uh-huh.
4310,Magda,A: And there were a lot of babies being born. You didn’t hear them all.,79,And there were a lot of babies being born. You didn’t hear them all.,And there were a lot of babies being born. You didn’t hear them a lot of babies being born.,79.1,A,born,true,being born
4310,Magda,A: And there were a lot of babies being born. You didn’t hear them all.,79,And there were a lot of babies being born. You didn’t hear them all.,And there were a lot of babies being born. You didn’t hear them a lot of babies being born.,79.2,A,hear,false,B didn’t hear them a lot of babies being born.
4310,Magda,B: uh-huh.,80,uh-huh.,uh-huh.,80.1,B,uh,true,uh-huh.
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.","And I, and what happened I guess that’s right. Mae's's's mom came running out to tell us the baby was born.",81.1,A,right,true,that’s right
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.","And I, and what happened I guess that’s right. Mae's's's mom came running out to tell us the baby was born.",81.2,A,happened,true,what happened
